datetime,Chicago
2/22/2016,279.75
2/22/2016,279.72
2/22/2016,278.35
2/23/2016,277.47
2/23/2016,276.55
2/23/2016,275.21
2/23/2016,274.56
2/23/2016,273.37
2/23/2016,272.97
2/23/2016,271.98
2/23/2016,271.85
2/23/2016,272.11
2/23/2016,271.97
2/23/2016,271.56
2/23/2016,271.61
2/23/2016,271.25
2/23/2016,272.66
2/23/2016,273.34
2/23/2016,275.22
2/23/2016,276.37
2/23/2016,278.84
2/23/2016,279.38
2/23/2016,279.36
2/23/2016,277.51
2/23/2016,279.51
2/23/2016,278.43
2/23/2016,278.42
2/24/2016,277.12
2/24/2016,275.81
2/24/2016,275.51
2/24/2016,275.28
2/24/2016,275.55
2/24/2016,275.62
2/24/2016,275.55
2/24/2016,275.26
2/24/2016,275.44
2/24/2016,275.30
2/24/2016,275.25
2/24/2016,274.90
2/24/2016,275.22
2/24/2016,275.15
2/24/2016,275.13
2/24/2016,275.17
2/24/2016,275.18
2/24/2016,274.08
2/24/2016,274.08
2/24/2016,274.15
2/24/2016,274.08
2/24/2016,274.52
2/24/2016,274.52
2/24/2016,274.25
2/25/2016,273.78
2/25/2016,274.16
2/25/2016,274.55
2/25/2016,274.47
2/25/2016,274.47
2/25/2016,274.25
2/25/2016,274.53
2/25/2016,274.48
2/25/2016,273.96
2/25/2016,273.96
2/25/2016,273.39
2/25/2016,273.73
2/25/2016,272.96
2/25/2016,272.99
2/25/2016,273.56
2/25/2016,273.80
2/25/2016,274.20
2/25/2016,274.19
2/25/2016,275.07
2/25/2016,275.10
2/25/2016,275.37
2/25/2016,274.96
2/25/2016,274.53
2/25/2016,274.07
2/26/2016,274.12
2/26/2016,273.95
2/26/2016,273.78
2/26/2016,273.55
2/26/2016,273.55
2/26/2016,272.66
2/26/2016,272.60
2/26/2016,272.71
2/26/2016,271.68
2/26/2016,272.25
2/26/2016,271.79
2/26/2016,271.30
2/26/2016,271.07
2/26/2016,270.82
2/26/2016,270.18
2/26/2016,272.24
2/26/2016,272.69
2/26/2016,273.18
2/26/2016,273.82
2/26/2016,273.86
2/26/2016,274.06
2/26/2016,273.85
2/26/2016,273.64
2/26/2016,273.15
2/27/2016,273.37
2/27/2016,273.26
2/27/2016,273.14
2/27/2016,272.34
2/27/2016,272.42
2/27/2016,271.90
2/27/2016,271.13
2/27/2016,271.00
2/27/2016,270.76
2/27/2016,270.79
2/27/2016,270.75
2/27/2016,270.66
2/27/2016,271.06
2/27/2016,271.49
2/27/2016,272.76
2/27/2016,273.79
2/27/2016,275.69
2/27/2016,277.84
2/27/2016,281.41
2/27/2016,281.68
2/27/2016,283.48
2/27/2016,284.12
2/27/2016,284.85
2/27/2016,282.03
2/28/2016,283.45
2/28/2016,282.67
2/28/2016,281.79
2/28/2016,281.48
2/28/2016,281.13
2/28/2016,281.15
2/28/2016,281.15
2/28/2016,280.48
2/28/2016,280.48
2/28/2016,280.61
2/28/2016,280.74
2/28/2016,280.53
2/28/2016,280.72
2/28/2016,280.83
2/28/2016,280.95
2/28/2016,282.84
2/28/2016,285.08
2/28/2016,284.40
2/28/2016,288.20
2/28/2016,288.90
2/28/2016,289.76
2/28/2016,289.39
2/28/2016,288.94
2/28/2016,285.60
2/29/2016,287.45
2/29/2016,285.29
2/29/2016,282.38
2/29/2016,279.88
2/29/2016,276.90
2/29/2016,276.08
2/29/2016,275.95
2/29/2016,275.57
2/29/2016,275.15
2/29/2016,274.90
2/29/2016,274.62
2/29/2016,274.24
2/29/2016,274.25
2/29/2016,274.41
2/29/2016,274.59
2/29/2016,275.65
2/29/2016,276.91
2/29/2016,278.17
2/29/2016,281.30
2/29/2016,284.19
2/29/2016,284.94
2/29/2016,285.00
2/29/2016,285.36
2/29/2016,280.87
3/1/2016,276.76
3/1/2016,275.30
3/1/2016,273.50
3/1/2016,272.95
3/1/2016,272.30
3/1/2016,272.43
3/1/2016,271.84
3/1/2016,271.50
3/1/2016,271.52
3/1/2016,271.79
3/1/2016,272.09
3/1/2016,272.26
3/1/2016,272.28
3/1/2016,272.36
3/1/2016,272.46
3/1/2016,272.32
3/1/2016,271.98
3/1/2016,271.19
3/1/2016,271.18
3/1/2016,270.25
3/1/2016,270.29
3/1/2016,269.58
3/1/2016,269.33
3/1/2016,269.05
3/2/2016,267.75
3/2/2016,267.75
3/2/2016,267.63
3/2/2016,266.94
3/2/2016,266.62
3/2/2016,266.28
3/2/2016,265.85
3/2/2016,265.45
3/2/2016,265.45
3/2/2016,264.83
3/2/2016,264.32
3/2/2016,263.76
3/2/2016,262.24
3/2/2016,262.26
3/2/2016,263.78
3/2/2016,265.59
3/2/2016,267.14
3/2/2016,269.19
3/2/2016,270.07
3/2/2016,271.25
3/2/2016,270.83
3/2/2016,272.87
3/2/2016,272.96
3/2/2016,273.10
3/3/2016,272.79
3/3/2016,272.32
3/3/2016,271.51
3/3/2016,272.17
3/3/2016,271.94
3/3/2016,271.58
3/3/2016,271.57
3/3/2016,271.56
3/3/2016,271.26
3/3/2016,271.19
3/3/2016,271.29
3/3/2016,271.50
3/3/2016,271.57
3/3/2016,271.80
3/3/2016,271.85
3/3/2016,272.47
3/3/2016,272.57
3/3/2016,272.90
3/3/2016,272.99
3/3/2016,273.26
3/3/2016,273.28
3/3/2016,273.08
3/3/2016,273.06
3/3/2016,272.97
3/4/2016,272.95
3/4/2016,272.94
3/4/2016,272.83
3/4/2016,272.74
3/4/2016,272.23
3/4/2016,272.53
3/4/2016,271.48
3/4/2016,269.66
3/4/2016,270.06
3/4/2016,268.77
3/4/2016,268.46
3/4/2016,267.38
3/4/2016,267.43
3/4/2016,267.64
3/4/2016,268.84
3/4/2016,272.63
3/4/2016,273.12
3/4/2016,274.84
3/4/2016,275.07
3/4/2016,275.85
3/4/2016,275.08
3/4/2016,275.30
3/4/2016,275.11
3/4/2016,274.34
3/5/2016,274.24
3/5/2016,273.84
3/5/2016,273.29
3/5/2016,273.35
3/5/2016,272.93
3/5/2016,271.57
3/5/2016,271.68
3/5/2016,272.01
3/5/2016,272.28
3/5/2016,272.94
3/5/2016,273.06
3/5/2016,273.38
3/5/2016,273.64
3/5/2016,274.33
3/5/2016,274.49
3/5/2016,275.41
3/5/2016,275.69
3/5/2016,276.53
3/5/2016,276.64
3/5/2016,277.03
3/5/2016,276.47
3/5/2016,276.07
3/5/2016,275.98
3/5/2016,275.82
3/6/2016,275.60
3/6/2016,275.36
3/6/2016,273.90
3/6/2016,275.24
3/6/2016,275.14
3/6/2016,275.04
3/6/2016,274.73
3/6/2016,274.37
3/6/2016,274.14
3/6/2016,274.15
3/6/2016,274.02
3/6/2016,273.94
3/6/2016,274.27
3/6/2016,274.27
3/6/2016,274.77
3/6/2016,274.79
3/6/2016,275.02
3/6/2016,277.61
3/6/2016,280.40
3/6/2016,280.69
3/6/2016,282.01
3/6/2016,282.86
3/6/2016,283.74
3/6/2016,280.81
3/7/2016,283.15
3/7/2016,282.47
3/7/2016,281.77
3/7/2016,281.39
3/7/2016,281.39
3/7/2016,280.94
3/7/2016,280.77
3/7/2016,280.77
3/7/2016,280.66
3/7/2016,280.66
3/7/2016,280.58
3/7/2016,281.31
3/7/2016,280.94
3/7/2016,281.03
3/7/2016,281.19
3/7/2016,283.66
3/7/2016,284.74
3/7/2016,286.36
3/7/2016,287.34
3/7/2016,287.30
3/7/2016,285.47
3/7/2016,288.88
3/7/2016,288.60
3/7/2016,288.17
3/8/2016,287.85
3/8/2016,287.36
3/8/2016,285.60
3/8/2016,287.83
3/8/2016,288.04
3/8/2016,288.36
3/8/2016,287.93
3/8/2016,287.91
3/8/2016,287.61
3/8/2016,287.63
3/8/2016,287.66
3/8/2016,285.75
3/8/2016,287.63
3/8/2016,287.71
3/8/2016,287.83
3/8/2016,288.60
3/8/2016,289.70
3/8/2016,288.04
3/8/2016,293.08
3/8/2016,293.72
3/8/2016,294.61
3/8/2016,294.46
3/8/2016,294.24
3/8/2016,290.40
3/9/2016,293.40
3/9/2016,292.50
3/9/2016,291.15
3/9/2016,290.95
3/9/2016,290.64
3/9/2016,288.36
3/9/2016,290.08
3/9/2016,289.70
3/9/2016,289.21
3/9/2016,288.66
3/9/2016,287.92
3/9/2016,285.92
3/9/2016,288.35
3/9/2016,288.47
3/9/2016,288.65
3/9/2016,288.93
3/9/2016,289.45
3/9/2016,287.45
3/9/2016,291.16
3/9/2016,290.85
3/9/2016,290.25
3/9/2016,290.08
3/9/2016,289.75
3/9/2016,286.53
3/10/2016,288.26
3/10/2016,287.70
3/10/2016,286.17
3/10/2016,285.76
3/10/2016,284.94
3/10/2016,283.03
3/10/2016,284.32
3/10/2016,283.32
3/10/2016,281.69
3/10/2016,281.49
3/10/2016,281.17
3/10/2016,280.03
3/10/2016,280.23
3/10/2016,280.32
3/10/2016,280.95
3/10/2016,281.14
3/10/2016,281.83
3/10/2016,281.55
3/10/2016,282.62
3/10/2016,282.60
3/10/2016,282.23
3/10/2016,282.01
3/10/2016,281.34
3/10/2016,280.09
3/11/2016,280.58
3/11/2016,279.77
3/11/2016,278.94
3/11/2016,277.89
3/11/2016,277.89
3/11/2016,276.96
3/11/2016,276.58
3/11/2016,276.36
3/11/2016,275.14
3/11/2016,275.14
3/11/2016,274.76
3/11/2016,274.70
3/11/2016,274.55
3/11/2016,274.76
3/11/2016,275.46
3/11/2016,277.74
3/11/2016,279.48
3/11/2016,281.24
3/11/2016,283.10
3/11/2016,283.23
3/11/2016,283.93
3/11/2016,284.64
3/11/2016,285.37
3/11/2016,281.10
3/12/2016,281.88
3/12/2016,280.00
3/12/2016,277.95
3/12/2016,277.18
3/12/2016,276.35
3/12/2016,275.83
3/12/2016,275.85
3/12/2016,276.16
3/12/2016,275.44
3/12/2016,275.37
3/12/2016,275.01
3/12/2016,275.01
3/12/2016,275.13
3/12/2016,275.25
3/12/2016,279.11
3/12/2016,279.14
3/12/2016,283.56
3/12/2016,283.52
3/12/2016,286.95
3/12/2016,288.17
3/12/2016,286.95
3/12/2016,286.83
3/12/2016,286.53
3/12/2016,282.66
3/13/2016,283.66
3/13/2016,283.36
3/13/2016,283.04
3/13/2016,282.56
3/13/2016,282.82
3/13/2016,282.46
3/13/2016,282.36
3/13/2016,281.95
3/13/2016,281.62
3/13/2016,281.95
3/13/2016,282.24
3/13/2016,282.15
3/13/2016,282.16
3/13/2016,281.94
3/13/2016,282.53
3/13/2016,282.15
3/13/2016,282.31
3/13/2016,282.16
3/13/2016,282.31
3/13/2016,282.31
3/13/2016,282.35
3/13/2016,282.19
3/13/2016,282.02
3/13/2016,279.95
3/14/2016,281.85
3/14/2016,281.74
3/14/2016,281.62
3/14/2016,280.39
3/14/2016,280.39
3/14/2016,280.61
3/14/2016,280.69
3/14/2016,280.69
3/14/2016,280.86
3/14/2016,280.86
3/14/2016,280.43
3/14/2016,280.38
3/14/2016,280.61
3/14/2016,280.80
3/14/2016,281.28
3/14/2016,282.01
3/14/2016,282.10
3/14/2016,282.29
3/14/2016,283.43
3/14/2016,283.49
3/14/2016,283.80
3/14/2016,283.54
3/14/2016,283.26
3/14/2016,280.46
3/15/2016,282.70
3/15/2016,282.15
3/15/2016,281.59
3/15/2016,281.19
3/15/2016,280.78
3/15/2016,280.82
3/15/2016,280.93
3/15/2016,281.27
3/15/2016,281.23
3/15/2016,281.26
3/15/2016,281.24
3/15/2016,281.60
3/15/2016,281.60
3/15/2016,282.08
3/15/2016,282.64
3/15/2016,283.09
3/15/2016,283.51
3/15/2016,286.21
3/15/2016,287.29
3/15/2016,287.26
3/15/2016,285.41
3/15/2016,288.78
3/15/2016,288.80
3/15/2016,288.82
3/16/2016,288.40
3/16/2016,288.40
3/16/2016,287.64
3/16/2016,286.64
3/16/2016,286.18
3/16/2016,286.73
3/16/2016,286.12
3/16/2016,285.11
3/16/2016,284.84
3/16/2016,284.42
3/16/2016,282.89
3/16/2016,282.67
3/16/2016,282.46
3/16/2016,282.21
3/16/2016,282.21
3/16/2016,283.07
3/16/2016,283.91
3/16/2016,285.50
3/16/2016,286.17
3/16/2016,286.12
3/16/2016,283.68
3/16/2016,286.69
3/16/2016,286.56
3/16/2016,286.42
3/17/2016,285.18
3/17/2016,283.93
3/17/2016,282.71
3/17/2016,282.03
3/17/2016,281.54
3/17/2016,281.03
3/17/2016,280.45
3/17/2016,280.02
3/17/2016,279.51
3/17/2016,279.02
3/17/2016,278.81
3/17/2016,278.48
3/17/2016,278.31
3/17/2016,279.03
3/17/2016,281.35
3/17/2016,281.37
3/17/2016,283.81
3/17/2016,284.84
3/17/2016,285.26
3/17/2016,286.42
3/17/2016,286.14
3/17/2016,286.15
3/17/2016,286.10
3/17/2016,284.96
3/18/2016,284.14
3/18/2016,282.11
3/18/2016,281.68
3/18/2016,280.29
3/18/2016,279.84
3/18/2016,279.24
3/18/2016,278.22
3/18/2016,277.78
3/18/2016,276.22
3/18/2016,274.88
3/18/2016,274.50
3/18/2016,274.24
3/18/2016,274.25
3/18/2016,275.20
3/18/2016,275.21
3/18/2016,277.97
3/18/2016,278.77
3/18/2016,279.61
3/18/2016,280.31
3/18/2016,280.31
3/18/2016,280.48
3/18/2016,279.57
3/18/2016,279.56
3/18/2016,277.54
3/19/2016,277.53
3/19/2016,276.30
3/19/2016,276.35
3/19/2016,276.17
3/19/2016,275.98
3/19/2016,275.58
3/19/2016,275.26
3/19/2016,275.37
3/19/2016,275.16
3/19/2016,275.02
3/19/2016,274.95
3/19/2016,275.11
3/19/2016,275.11
3/19/2016,275.59
3/19/2016,276.22
3/19/2016,277.20
3/19/2016,277.87
3/19/2016,278.89
3/19/2016,279.38
3/19/2016,279.57
3/19/2016,279.22
3/19/2016,279.90
3/19/2016,277.65
3/19/2016,277.64
3/20/2016,276.79
3/20/2016,276.78
3/20/2016,275.91
3/20/2016,275.84
3/20/2016,275.23
3/20/2016,275.21
3/20/2016,274.87
3/20/2016,274.55
3/20/2016,274.70
3/20/2016,273.88
3/20/2016,273.27
3/20/2016,272.54
3/20/2016,272.54
3/20/2016,272.53
3/20/2016,275.70
3/20/2016,276.45
3/20/2016,277.74
3/20/2016,277.73
3/20/2016,278.33
3/20/2016,278.87
3/20/2016,278.83
3/20/2016,278.31
3/20/2016,278.30
3/20/2016,277.44
3/21/2016,277.61
3/21/2016,275.65
3/21/2016,274.47
3/21/2016,274.36
3/21/2016,274.12
3/21/2016,272.54
3/21/2016,272.58
3/21/2016,272.89
3/21/2016,273.18
3/21/2016,272.63
3/21/2016,272.63
3/21/2016,272.07
3/21/2016,272.15
3/21/2016,274.19
3/21/2016,274.21
3/21/2016,277.42
3/21/2016,278.50
3/21/2016,278.27
3/21/2016,279.74
3/21/2016,281.56
3/21/2016,281.87
3/21/2016,282.05
3/21/2016,282.03
3/21/2016,280.35
3/22/2016,280.87
3/22/2016,279.82
3/22/2016,278.74
3/22/2016,278.17
3/22/2016,278.05
3/22/2016,278.59
3/22/2016,278.63
3/22/2016,278.70
3/22/2016,278.58
3/22/2016,279.03
3/22/2016,279.29
3/22/2016,279.55
3/22/2016,279.67
3/22/2016,279.79
3/22/2016,282.28
3/22/2016,282.42
3/22/2016,284.14
3/22/2016,286.53
3/22/2016,288.09
3/22/2016,289.06
3/22/2016,289.05
3/22/2016,289.90
3/22/2016,290.75
3/22/2016,287.47
3/23/2016,290.21
3/23/2016,286.83
3/23/2016,286.78
3/23/2016,286.07
3/23/2016,285.32
3/23/2016,282.00
3/23/2016,280.20
3/23/2016,279.35
3/23/2016,278.84
3/23/2016,277.54
3/23/2016,277.24
3/23/2016,277.17
3/23/2016,277.07
3/23/2016,277.09
3/23/2016,277.52
3/23/2016,278.88
3/23/2016,279.14
3/23/2016,280.46
3/23/2016,280.46
3/23/2016,280.52
3/23/2016,279.57
3/23/2016,278.46
3/23/2016,278.15
3/23/2016,277.84
3/24/2016,277.95
3/24/2016,277.96
3/24/2016,278.80
3/24/2016,278.80
3/24/2016,278.83
3/24/2016,277.88
3/24/2016,276.86
3/24/2016,276.98
3/24/2016,277.41
3/24/2016,277.58
3/24/2016,277.60
3/24/2016,279.74
3/24/2016,278.50
3/24/2016,278.40
3/24/2016,278.29
3/24/2016,279.26
3/24/2016,279.32
3/24/2016,279.14
3/24/2016,276.08
3/24/2016,276.56
3/24/2016,277.05
3/24/2016,276.56
3/24/2016,276.05
3/24/2016,274.71
3/25/2016,274.70
3/25/2016,274.34
3/25/2016,273.42
3/25/2016,272.75
3/25/2016,272.78
3/25/2016,272.70
3/25/2016,272.71
3/25/2016,272.48
3/25/2016,272.66
3/25/2016,272.66
3/25/2016,272.72
3/25/2016,272.44
3/25/2016,272.40
3/25/2016,272.94
3/25/2016,273.64
3/25/2016,274.07
3/25/2016,274.76
3/25/2016,276.24
3/25/2016,278.10
3/25/2016,279.47
3/25/2016,279.43
3/25/2016,279.66
3/25/2016,279.85
3/25/2016,277.80
3/26/2016,278.86
3/26/2016,277.58
3/26/2016,276.23
3/26/2016,275.64
3/26/2016,275.03
3/26/2016,274.22
3/26/2016,273.54
3/26/2016,273.54
3/26/2016,273.93
3/26/2016,273.94
3/26/2016,273.62
3/26/2016,273.63
3/26/2016,273.63
3/26/2016,273.64
3/26/2016,275.20
3/26/2016,277.44
3/26/2016,281.30
3/26/2016,281.27
3/26/2016,283.72
3/26/2016,284.63
3/26/2016,284.60
3/26/2016,284.88
3/26/2016,285.13
3/26/2016,282.49
3/27/2016,283.27
3/27/2016,282.24
3/27/2016,281.18
3/27/2016,280.17
3/27/2016,280.17
3/27/2016,278.60
3/27/2016,278.66
3/27/2016,278.63
3/27/2016,278.03
3/27/2016,277.79
3/27/2016,277.41
3/27/2016,277.85
3/27/2016,277.86
3/27/2016,278.11
3/27/2016,283.03
3/27/2016,285.59
3/27/2016,286.13
3/27/2016,287.41
3/27/2016,289.85
3/27/2016,289.79
3/27/2016,288.68
3/27/2016,286.39
3/27/2016,284.02
3/27/2016,280.51
3/28/2016,280.51
3/28/2016,279.66
3/28/2016,279.64
3/28/2016,279.50
3/28/2016,279.50
3/28/2016,279.79
3/28/2016,279.91
3/28/2016,280.11
3/28/2016,279.90
3/28/2016,279.89
3/28/2016,279.76
3/28/2016,279.52
3/28/2016,279.49
3/28/2016,279.64
3/28/2016,279.63
3/28/2016,280.35
3/28/2016,280.36
3/28/2016,280.65
3/28/2016,281.88
3/28/2016,281.90
3/28/2016,282.24
3/28/2016,282.68
3/28/2016,282.68
3/28/2016,281.90
3/29/2016,281.90
3/29/2016,278.28
3/29/2016,278.27
3/29/2016,276.31
3/29/2016,276.30
3/29/2016,275.26
3/29/2016,274.36
3/29/2016,274.45
3/29/2016,274.45
3/29/2016,273.08
3/29/2016,273.16
3/29/2016,272.45
3/29/2016,272.54
3/29/2016,277.20
3/29/2016,279.23
3/29/2016,281.82
3/29/2016,283.47
3/29/2016,283.45
3/29/2016,285.93
3/29/2016,286.39
3/29/2016,285.05
3/29/2016,286.88
3/29/2016,286.66
3/29/2016,286.44
3/30/2016,285.04
3/30/2016,283.53
3/30/2016,281.44
3/30/2016,280.62
3/30/2016,280.44
3/30/2016,280.25
3/30/2016,280.24
3/30/2016,280.24
3/30/2016,279.25
3/30/2016,280.01
3/30/2016,279.89
3/30/2016,279.75
3/30/2016,279.62
3/30/2016,279.47
3/30/2016,279.93
3/30/2016,281.95
3/30/2016,283.85
3/30/2016,284.65
3/30/2016,286.87
3/30/2016,287.23
3/30/2016,288.05
3/30/2016,288.10
3/30/2016,288.16
3/30/2016,286.83
3/31/2016,286.83
3/31/2016,286.21
3/31/2016,287.16
3/31/2016,287.43
3/31/2016,287.77
3/31/2016,287.60
3/31/2016,287.60
3/31/2016,288.33
3/31/2016,288.42
3/31/2016,288.44
3/31/2016,288.51
3/31/2016,288.55
3/31/2016,288.66
3/31/2016,288.92
3/31/2016,288.64
3/31/2016,289.05
3/31/2016,290.02
3/31/2016,291.05
3/31/2016,290.22
3/31/2016,290.44
3/31/2016,290.17
3/31/2016,290.17
3/31/2016,286.30
3/31/2016,287.30
4/1/2016,284.42
4/1/2016,284.40
4/1/2016,282.36
4/1/2016,282.36
4/1/2016,280.43
4/1/2016,280.77
4/1/2016,279.41
4/1/2016,279.39
4/1/2016,279.06
4/1/2016,278.42
4/1/2016,277.69
4/1/2016,277.44
4/1/2016,277.68
4/1/2016,278.18
4/1/2016,278.18
4/1/2016,278.50
4/1/2016,278.84
4/1/2016,280.41
4/1/2016,280.53
4/1/2016,281.13
4/1/2016,281.80
4/1/2016,281.80
4/1/2016,280.43
4/1/2016,280.70
4/2/2016,279.86
4/2/2016,279.01
4/2/2016,277.87
4/2/2016,277.86
4/2/2016,276.77
4/2/2016,276.61
4/2/2016,275.88
4/2/2016,275.00
4/2/2016,274.20
4/2/2016,273.77
4/2/2016,273.48
4/2/2016,273.09
4/2/2016,273.27
4/2/2016,273.50
4/2/2016,274.05
4/2/2016,274.89
4/2/2016,276.56
4/2/2016,276.53
4/2/2016,276.57
4/2/2016,274.66
4/2/2016,274.66
4/2/2016,274.73
4/2/2016,274.81
4/2/2016,274.19
4/3/2016,274.42
4/3/2016,274.08
4/3/2016,273.36
4/3/2016,272.40
4/3/2016,271.96
4/3/2016,271.18
4/3/2016,271.12
4/3/2016,270.70
4/3/2016,270.89
4/3/2016,271.14
4/3/2016,271.19
4/3/2016,271.25
4/3/2016,271.68
4/3/2016,272.18
4/3/2016,275.56
4/3/2016,275.63
4/3/2016,280.35
4/3/2016,283.54
4/3/2016,283.60
4/3/2016,284.83
4/3/2016,290.01
4/3/2016,291.75
4/3/2016,293.57
4/3/2016,294.69
4/4/2016,294.68
4/4/2016,293.05
4/4/2016,291.25
4/4/2016,289.60
4/4/2016,285.33
4/4/2016,277.36
4/4/2016,277.29
4/4/2016,276.41
4/4/2016,275.90
4/4/2016,275.33
4/4/2016,274.48
4/4/2016,274.48
4/4/2016,274.61
4/4/2016,274.61
4/4/2016,274.65
4/4/2016,274.94
4/4/2016,274.94
4/4/2016,274.84
4/4/2016,274.70
4/4/2016,274.48
4/4/2016,274.48
4/4/2016,274.60
4/4/2016,274.18
4/4/2016,273.75
4/5/2016,273.42
4/5/2016,273.08
4/5/2016,272.53
4/5/2016,272.39
4/5/2016,272.21
4/5/2016,271.56
4/5/2016,271.10
4/5/2016,270.64
4/5/2016,270.23
4/5/2016,269.51
4/5/2016,269.52
4/5/2016,270.13
4/5/2016,270.70
4/5/2016,272.77
4/5/2016,274.54
4/5/2016,275.32
4/5/2016,275.84
4/5/2016,276.77
4/5/2016,277.79
4/5/2016,277.90
4/5/2016,279.36
4/5/2016,280.50
4/5/2016,280.27
4/5/2016,279.77
4/6/2016,279.24
4/6/2016,279.04
4/6/2016,278.62
4/6/2016,278.84
4/6/2016,279.31
4/6/2016,279.27
4/6/2016,279.27
4/6/2016,279.26
4/6/2016,279.31
4/6/2016,278.99
4/6/2016,279.08
4/6/2016,280.02
4/6/2016,280.96
4/6/2016,281.31
4/6/2016,281.64
4/6/2016,281.84
4/6/2016,281.37
4/6/2016,281.63
4/6/2016,281.95
4/6/2016,282.28
4/6/2016,282.58
4/6/2016,282.58
4/6/2016,281.71
4/6/2016,281.45
4/7/2016,280.88
4/7/2016,281.15
4/7/2016,280.71
4/7/2016,280.71
4/7/2016,280.32
4/7/2016,279.50
4/7/2016,278.96
4/7/2016,277.35
4/7/2016,277.27
4/7/2016,276.75
4/7/2016,276.53
4/7/2016,276.17
4/7/2016,275.77
4/7/2016,275.63
4/7/2016,276.35
4/7/2016,276.67
4/7/2016,276.71
4/7/2016,277.06
4/7/2016,276.95
4/7/2016,276.88
4/7/2016,276.72
4/7/2016,277.12
4/7/2016,277.53
4/7/2016,277.47
4/8/2016,277.18
4/8/2016,277.46
4/8/2016,277.44
4/8/2016,276.93
4/8/2016,276.93
4/8/2016,276.39
4/8/2016,275.80
4/8/2016,275.73
4/8/2016,275.28
4/8/2016,274.98
4/8/2016,274.43
4/8/2016,274.89
4/8/2016,275.03
4/8/2016,275.37
4/8/2016,275.57
4/8/2016,276.21
4/8/2016,276.93
4/8/2016,277.55
4/8/2016,277.67
4/8/2016,276.45
4/8/2016,276.45
4/8/2016,277.31
4/8/2016,277.36
4/8/2016,275.43
4/9/2016,275.25
4/9/2016,274.13
4/9/2016,274.13
4/9/2016,273.29
4/9/2016,271.71
4/9/2016,271.60
4/9/2016,270.95
4/9/2016,270.17
4/9/2016,269.97
4/9/2016,269.05
4/9/2016,269.01
4/9/2016,268.68
4/9/2016,268.77
4/9/2016,270.48
4/9/2016,271.22
4/9/2016,272.61
4/9/2016,272.63
4/9/2016,272.94
4/9/2016,274.75
4/9/2016,275.05
4/9/2016,275.25
4/9/2016,275.25
4/9/2016,275.26
4/9/2016,274.73
4/10/2016,274.21
4/10/2016,273.79
4/10/2016,272.91
4/10/2016,273.52
4/10/2016,273.75
4/10/2016,274.09
4/10/2016,274.29
4/10/2016,274.38
4/10/2016,274.38
4/10/2016,274.46
4/10/2016,274.52
4/10/2016,274.58
4/10/2016,275.04
4/10/2016,275.05
4/10/2016,277.21
4/10/2016,277.91
4/10/2016,278.76
4/10/2016,279.22
4/10/2016,279.23
4/10/2016,280.56
4/10/2016,280.09
4/10/2016,280.37
4/10/2016,280.66
4/10/2016,281.97
4/11/2016,282.17
4/11/2016,282.38
4/11/2016,282.82
4/11/2016,283.02
4/11/2016,283.28
4/11/2016,283.30
4/11/2016,283.35
4/11/2016,282.83
4/11/2016,282.79
4/11/2016,281.76
4/11/2016,281.32
4/11/2016,280.41
4/11/2016,280.41
4/11/2016,281.04
4/11/2016,281.80
4/11/2016,281.83
4/11/2016,281.90
4/11/2016,282.11
4/11/2016,282.24
4/11/2016,282.21
4/11/2016,280.89
4/11/2016,283.09
4/11/2016,283.23
4/11/2016,283.37
4/12/2016,282.22
4/12/2016,281.03
4/12/2016,278.14
4/12/2016,277.70
4/12/2016,276.05
4/12/2016,275.28
4/12/2016,275.27
4/12/2016,274.33
4/12/2016,273.45
4/12/2016,272.97
4/12/2016,272.97
4/12/2016,272.65
4/12/2016,273.29
4/12/2016,275.96
4/12/2016,276.90
4/12/2016,277.33
4/12/2016,278.30
4/12/2016,279.44
4/12/2016,280.16
4/12/2016,280.16
4/12/2016,280.23
4/12/2016,280.75
4/12/2016,280.74
4/12/2016,278.92
4/13/2016,278.91
4/13/2016,276.28
4/13/2016,276.33
4/13/2016,275.06
4/13/2016,275.32
4/13/2016,275.34
4/13/2016,275.13
4/13/2016,274.86
4/13/2016,274.53
4/13/2016,275.03
4/13/2016,275.02
4/13/2016,274.65
4/13/2016,276.01
4/13/2016,277.47
4/13/2016,280.50
4/13/2016,282.15
4/13/2016,283.70
4/13/2016,283.58
4/13/2016,285.01
4/13/2016,285.43
4/13/2016,285.85
4/13/2016,285.11
4/13/2016,284.31
4/13/2016,283.11
4/14/2016,283.10
4/14/2016,280.52
4/14/2016,280.50
4/14/2016,279.56
4/14/2016,279.17
4/14/2016,279.06
4/14/2016,278.10
4/14/2016,277.86
4/14/2016,277.86
4/14/2016,276.88
4/14/2016,276.78
4/14/2016,276.46
4/14/2016,277.00
4/14/2016,279.80
4/14/2016,281.33
4/14/2016,284.51
4/14/2016,285.82
4/14/2016,286.90
4/14/2016,287.47
4/14/2016,287.93
4/14/2016,289.36
4/14/2016,289.46
4/14/2016,288.61
4/14/2016,288.58
4/15/2016,285.46
4/15/2016,283.48
4/15/2016,281.85
4/15/2016,281.63
4/15/2016,281.08
4/15/2016,281.35
4/15/2016,281.42
4/15/2016,280.75
4/15/2016,280.31
4/15/2016,280.00
4/15/2016,279.55
4/15/2016,278.78
4/15/2016,280.11
4/15/2016,280.15
4/15/2016,285.31
4/15/2016,287.06
4/15/2016,288.80
4/15/2016,289.95
4/15/2016,289.99
4/15/2016,290.90
